City,Color,Count
Lille,Jaune,89
Lille,Orange,50
Bordeaux,Vert,28
Paris,Bleu,43
Lille,Marron,67
Paris,Jaune,54
Marseille,Vert,32
Nice,Jaune,79
Nice,Marron,40
Lyon,Rouge,32
Lille,Vert,27
Nice,Vert,27
Bordeaux,Orange,37
Paris,Vert,26
Strasbourg,Vert,92
Marseille,Vert,49
Toulouse,Bleu,88
Strasbourg,Orange,20
Lyon,Orange,86
Lille,Bleu,20
Nice,Jaune,45
Nice,Marron,100
Bordeaux,Rouge,23
Lille,Vert,74
Marseille,Marron,73
Lille,Marron,60
Paris,Orange,49
Lille,Jaune,78
Lyon,Orange,34
Paris,Jaune,32
Montpellier,Jaune,45
Marseille,Marron,84
Montpellier,Rouge,64
Paris,Orange,94
Strasbourg,Orange,64
Bordeaux,Vert,28
Strasbourg,Rouge,59
Nice,Jaune,38
Toulouse,Orange,60
Toulouse,Marron,91
Lille,Jaune,77
Nice,Orange,68
Avignon,Orange,22
Paris,Jaune,56
Marseille,Jaune,77
Avignon,Marron,98
Nice,Bleu,57
Lyon,Bleu,51
Lyon,Rouge,30
Lyon,Marron,60
Montpellier,Vert,52
Lyon,Jaune,64
Montpellier,Rouge,60
Paris,Rouge,24
Bordeaux,Bleu,33
Lille,Marron,70
Lyon,Orange,56
Lille,Rouge,27
Paris,Marron,70
Avignon,Bleu,78
Lille,Vert,42
Marseille,Bleu,17
Lille,Bleu,65
Paris,Rouge,30
Lyon,Bleu,40
Paris,Bleu,37
Bordeaux,Jaune,16
Avignon,Marron,14
Montpellier,Rouge,11
Lyon,Marron,45
Bordeaux,Rouge,79
Avignon,Bleu,69
Lyon,Orange,52
Toulouse,Jaune,52
Toulouse,Bleu,27
Marseille,Jaune,85
Paris,Bleu,26
Avignon,Bleu,77
Nice,Orange,89
Marseille,Jaune,97
Montpellier,Rouge,41
Toulouse,Bleu,28
Toulouse,Jaune,29
Toulouse,Vert,74
Avignon,Jaune,93
Marseille,Vert,94
Toulouse,Rouge,89
Toulouse,Rouge,67
Nice,Bleu,11
Toulouse,Vert,90
Montpellier,Bleu,32
Bordeaux,Vert,92
Paris,Orange,81
Marseille,Rouge,11
Montpellier,Rouge,84
Nice,Vert,98
Strasbourg,Vert,38
Lyon,Bleu,78
Strasbourg,Marron,20
Paris,Marron,68
Lille,Orange,96
Strasbourg,Jaune,45
Nice,Bleu,61
Marseille,Orange,75
Toulouse,Orange,52
Montpellier,Bleu,84
Lyon,Orange,89
Lyon,Marron,54
Avignon,Marron,51
Montpellier,Orange,29
Strasbourg,Rouge,64
Nice,Orange,13
Marseille,Jaune,57
Nice,Jaune,25
Avignon,Jaune,95
Lyon,Marron,43
Avignon,Bleu,91
Nice,Jaune,30
Paris,Vert,81
Nice,Rouge,66
Toulouse,Marron,97
Montpellier,Jaune,71
Marseille,Vert,52
Marseille,Vert,70
Montpellier,Marron,31
Avignon,Marron,39
Avignon,Orange,80
Strasbourg,Marron,60
Nice,Bleu,89
Paris,Vert,86
Bordeaux,Bleu,82
Marseille,Rouge,48
Montpellier,Rouge,23
Toulouse,Jaune,92
Strasbourg,Bleu,39
Marseille,Orange,31
Marseille,Jaune,55
Montpellier,Orange,66
Lille,Rouge,19
Toulouse,Rouge,65
Montpellier,Orange,72
Nice,Rouge,42
Avignon,Bleu,58
Bordeaux,Jaune,11
Lyon,Rouge,69
Marseille,Vert,18
Montpellier,Rouge,57
Strasbourg,Bleu,65
Avignon,Marron,66
Bordeaux,Jaune,14
Lyon,Vert,20
Marseille,Marron,37
Paris,Rouge,80
Lyon,Bleu,43
Toulouse,Jaune,41
Strasbourg,Orange,74
Nice,Bleu,94
Toulouse,Orange,29
Marseille,Vert,53
Toulouse,Jaune,70
Lyon,Rouge,64
Lille,Bleu,60
Lyon,Orange,22
Lille,Vert,66
Bordeaux,Marron,27
Marseille,Bleu,86
Strasbourg,Bleu,77
Bordeaux,Rouge,39
Strasbourg,Vert,30
Strasbourg,Vert,75
Nice,Jaune,12
Paris,Jaune,96
Montpellier,Jaune,63
Montpellier,Bleu,85
Avignon,Orange,54
Lille,Marron,31
Marseille,Rouge,86
Lille,Bleu,31
Lille,Marron,13
Bordeaux,Orange,42
Bordeaux,Rouge,97
Toulouse,Vert,14
Avignon,Jaune,87
Bordeaux,Rouge,86
Bordeaux,Jaune,47
Montpellier,Rouge,31
Montpellier,Marron,42
Avignon,Rouge,51
Toulouse,Rouge,58
Paris,Rouge,22
Lyon,Rouge,24
Paris,Bleu,26
Paris,Bleu,25
Nice,Bleu,81
Montpellier,Rouge,62
Avignon,Jaune,93
Paris,Bleu,22
Marseille,Vert,88
Nice,Orange,48
Montpellier,Jaune,87
Montpellier,Bleu,49
Strasbourg,Vert,64
Lyon,Orange,99
Strasbourg,Rouge,68
Strasbourg,Bleu,17
Marseille,Orange,93
Marseille,Orange,70
Bordeaux,Jaune,89
Lyon,Rouge,97
Lyon,Orange,30
Nice,Marron,17
Strasbourg,Rouge,99
Montpellier,Vert,68
Lille,Marron,52
Lille,Rouge,94
Toulouse,Vert,15
Lyon,Bleu,14
Toulouse,Vert,83
Lyon,Jaune,64
Strasbourg,Rouge,76
Toulouse,Rouge,83
Avignon,Rouge,68
Marseille,Orange,72
Nice,Bleu,39
Nice,Jaune,73
Lyon,Orange,15
Avignon,Bleu,11
Marseille,Orange,53
Avignon,Bleu,31
Marseille,Rouge,26
Lyon,Jaune,72
Strasbourg,Jaune,72
Toulouse,Bleu,73
Paris,Bleu,71
Lille,Bleu,92
Strasbourg,Bleu,28
Strasbourg,Bleu,13
Paris,Vert,85
Strasbourg,Orange,14
Marseille,Bleu,23
Montpellier,Orange,49
Paris,Orange,40
Bordeaux,Rouge,58
Marseille,Orange,24
Nice,Orange,99
Lille,Vert,12
Avignon,Bleu,34
Toulouse,Bleu,29
Bordeaux,Rouge,41
Bordeaux,Jaune,51
Marseille,Jaune,20
Avignon,Vert,47
Toulouse,Rouge,60
Nice,Bleu,30
Paris,Orange,19
Nice,Rouge,46
Lyon,Rouge,50
Lyon,Jaune,15
Bordeaux,Orange,91
Avignon,Marron,43
Avignon,Bleu,59
Bordeaux,Marron,46
Strasbourg,Rouge,43
Toulouse,Vert,51
Strasbourg,Jaune,71
Bordeaux,Bleu,10
Toulouse,Rouge,67
Paris,Jaune,11
Avignon,Bleu,88
Paris,Vert,18
Avignon,Jaune,64
Paris,Rouge,61
Paris,Marron,44
Montpellier,Vert,60
Lyon,Rouge,30
Lyon,Marron,46
Paris,Vert,34
Montpellier,Rouge,51
Nice,Jaune,89
Nice,Marron,80
Paris,Orange,60
Toulouse,Vert,26
Lille,Bleu,100
Marseille,Rouge,46
Nice,Rouge,32
Paris,Bleu,73
Marseille,Jaune,45
Avignon,Vert,47
Bordeaux,Rouge,10
Nice,Jaune,87
Avignon,Bleu,58
Lille,Vert,19
Avignon,Rouge,32
Montpellier,Orange,90
Marseille,Rouge,83
Toulouse,Jaune,60
Avignon,Marron,38
Lyon,Marron,95
Lille,Bleu,82
Nice,Rouge,24
Paris,Bleu,17
Strasbourg,Jaune,35
Bordeaux,Rouge,11
Lille,Orange,33
Lyon,Marron,11
Lyon,Marron,60
Nice,Rouge,70
Bordeaux,Jaune,78
Lyon,Rouge,40
Toulouse,Marron,50
Nice,Orange,96
Bordeaux,Orange,32
Montpellier,Orange,63
Lille,Bleu,39
Paris,Vert,15
Marseille,Orange,52
Bordeaux,Marron,71
Strasbourg,Rouge,26
Lille,Orange,93
Paris,Marron,28
Strasbourg,Rouge,91
Avignon,Bleu,35
Paris,Rouge,60
Marseille,Jaune,86
Strasbourg,Rouge,16
Strasbourg,Bleu,64
Paris,Rouge,52
Toulouse,Vert,35
Lyon,Marron,37
Avignon,Jaune,79
Paris,Jaune,30
Montpellier,Marron,24
Strasbourg,Bleu,17
Paris,Orange,37
Toulouse,Marron,83
Lille,Jaune,33
Strasbourg,Vert,55
Avignon,Bleu,39
Toulouse,Marron,75
Marseille,Jaune,100
Montpellier,Marron,44
Lille,Bleu,20
Paris,Rouge,69
Nice,Jaune,14
Marseille,Jaune,12
Bordeaux,Orange,35
Montpellier,Orange,21
Nice,Marron,74
Nice,Jaune,25
Bordeaux,Bleu,24
Toulouse,Rouge,60
Montpellier,Bleu,48
Strasbourg,Bleu,36
Nice,Vert,75
Bordeaux,Marron,13
Paris,Marron,56
Avignon,Orange,51
Lille,Rouge,95
Paris,Bleu,71
Avignon,Vert,81
Bordeaux,Bleu,36
Nice,Bleu,87
Toulouse,Marron,23
Avignon,Rouge,93
Lyon,Vert,41
Avignon,Rouge,64
Lyon,Rouge,49
Lille,Bleu,94
Lyon,Jaune,40
Avignon,Jaune,70
Strasbourg,Marron,58
Marseille,Jaune,31
Strasbourg,Bleu,13
Nice,Rouge,45
Marseille,Orange,75
Montpellier,Marron,82
Lyon,Vert,51
Nice,Orange,54
Paris,Vert,65
Strasbourg,Jaune,73
Nice,Jaune,49
Montpellier,Orange,68
Avignon,Jaune,25
Paris,Marron,19
Toulouse,Rouge,22
Lyon,Bleu,88
Bordeaux,Vert,33
Toulouse,Jaune,78
Toulouse,Rouge,76
Lyon,Vert,77
Strasbourg,Bleu,21
Avignon,Bleu,96
Avignon,Rouge,67
Toulouse,Vert,20
Montpellier,Rouge,59
Paris,Jaune,66
Lille,Bleu,57
Toulouse,Rouge,35
Toulouse,Marron,79
Avignon,Orange,35
Paris,Jaune,47
Lyon,Vert,94
Montpellier,Bleu,54
Paris,Bleu,95
Marseille,Rouge,59
Lille,Vert,79
Marseille,Marron,72
Paris,Rouge,88
Lyon,Jaune,49
Montpellier,Orange,69
Lille,Bleu,28
Nice,Jaune,19
Lille,Bleu,58
Montpellier,Bleu,47
Marseille,Rouge,11
Montpellier,Marron,27
Paris,Vert,22
Strasbourg,Rouge,65
Avignon,Vert,51
Nice,Marron,99
Nice,Rouge,41
Marseille,Marron,32
Lille,Vert,67
Lille,Rouge,30
Avignon,Orange,75
Bordeaux,Vert,31
Lyon,Orange,75
Marseille,Vert,80
Lille,Rouge,32
Strasbourg,Bleu,93
Avignon,Vert,45
Montpellier,Bleu,42
Strasbourg,Orange,100
Bordeaux,Orange,55
Paris,Vert,42
Montpellier,Rouge,99
Bordeaux,Bleu,29
Montpellier,Bleu,55
Montpellier,Rouge,53
Montpellier,Orange,49
Marseille,Bleu,94
Strasbourg,Rouge,80
Lille,Marron,65
Montpellier,Vert,46
Marseille,Rouge,86
Lille,Bleu,45
Avignon,Vert,93
Paris,Vert,96
Paris,Jaune,30
Montpellier,Rouge,90
Lyon,Rouge,52
Nice,Bleu,71
Lille,Rouge,88
Lille,Rouge,99
Bordeaux,Vert,96
Montpellier,Bleu,64
Bordeaux,Vert,79
Strasbourg,Jaune,55
Toulouse,Bleu,100
Marseille,Rouge,11
Lille,Vert,95
Bordeaux,Rouge,34
Montpellier,Marron,100
Montpellier,Orange,22
Lille,Jaune,41
Marseille,Rouge,82
Toulouse,Rouge,53
Avignon,Vert,66
Montpellier,Vert,92
Nice,Orange,38
Avignon,Jaune,50
Bordeaux,Marron,62
Lille,Vert,28
Montpellier,Vert,28
Avignon,Rouge,60
Lyon,Orange,77
Marseille,Orange,69
Avignon,Orange,45
Marseille,Orange,80
Marseille,Marron,81
Lyon,Jaune,77
Montpellier,Marron,33
Avignon,Bleu,63
Marseille,Marron,89
Montpellier,Vert,12
Bordeaux,Vert,40
Strasbourg,Bleu,91
Montpellier,Jaune,69
Lyon,Bleu,63
Strasbourg,Rouge,10
Paris,Marron,23
Bordeaux,Marron,37
Paris,Vert,19
Lyon,Bleu,48
Strasbourg,Vert,40
Lille,Jaune,13
Paris,Rouge,84
Paris,Rouge,78
Paris,Rouge,95
Avignon,Bleu,49
Avignon,Bleu,37
Strasbourg,Orange,89
Strasbourg,Vert,99
Lille,Rouge,86
Strasbourg,Marron,100
Paris,Rouge,19
Toulouse,Vert,22
Bordeaux,Marron,22
Bordeaux,Rouge,49
Montpellier,Jaune,73
Montpellier,Orange,49
Bordeaux,Marron,25
Avignon,Marron,57
Montpellier,Jaune,15
Lyon,Bleu,61
Paris,Jaune,71
Lille,Marron,78
Marseille,Vert,62
Paris,Rouge,85
Avignon,Orange,11
Lille,Rouge,45
Toulouse,Bleu,95
Strasbourg,Vert,91
Montpellier,Vert,85
Nice,Jaune,34
Strasbourg,Rouge,87
Bordeaux,Orange,58
Lille,Vert,44
Avignon,Marron,25
Montpellier,Vert,34
Bordeaux,Marron,60
Montpellier,Bleu,71
Strasbourg,Vert,40
Avignon,Rouge,36
Bordeaux,Bleu,49
Avignon,Orange,29
Montpellier,Vert,33
Strasbourg,Rouge,18
Marseille,Orange,62
Lyon,Orange,55
Bordeaux,Bleu,83
Bordeaux,Bleu,99
Montpellier,Marron,58
Strasbourg,Rouge,57
Nice,Jaune,37
Paris,Rouge,32
Avignon,Bleu,54
Strasbourg,Bleu,81
Toulouse,Vert,32
Avignon,Jaune,77
Marseille,Vert,69
Lyon,Rouge,96
Lille,Bleu,58
Nice,Marron,34
Strasbourg,Rouge,56
Lyon,Vert,55
Lyon,Rouge,95
Toulouse,Jaune,44
Toulouse,Bleu,93
Bordeaux,Bleu,12
Toulouse,Vert,48
Toulouse,Orange,23
Lille,Rouge,10
Marseille,Rouge,91
Toulouse,Rouge,40
Strasbourg,Vert,45
Avignon,Vert,63
Marseille,Marron,74
Strasbourg,Vert,64
Paris,Jaune,50
Marseille,Marron,13
Montpellier,Orange,42
Montpellier,Jaune,83
Marseille,Orange,32
Bordeaux,Orange,67
Montpellier,Marron,97
Avignon,Rouge,58
Paris,Orange,44
Nice,Vert,98
Lille,Marron,70
Marseille,Bleu,29
Montpellier,Vert,35
Marseille,Jaune,50
Paris,Orange,73
Marseille,Orange,40
Paris,Marron,37
Montpellier,Orange,53
Lille,Rouge,87
Toulouse,Vert,38
Strasbourg,Bleu,86
Lyon,Marron,47
Bordeaux,Vert,81
Marseille,Vert,76
Strasbourg,Jaune,38
Marseille,Rouge,38
Bordeaux,Bleu,98
Bordeaux,Orange,18
Paris,Jaune,46
Lille,Orange,92
Marseille,Orange,89
Toulouse,Jaune,73
Nice,Orange,39
Lyon,Vert,78
Montpellier,Vert,40
Paris,Jaune,86
Paris,Jaune,57
Avignon,Bleu,32
Lyon,Rouge,11
Strasbourg,Rouge,37
Marseille,Jaune,75
Nice,Marron,26
Toulouse,Rouge,42
Marseille,Jaune,30
Montpellier,Vert,80
Montpellier,Orange,65
Paris,Orange,36
Toulouse,Jaune,22
Paris,Vert,12
Bordeaux,Vert,27
Avignon,Rouge,61
Nice,Bleu,20
Marseille,Vert,95
Nice,Marron,95
Lyon,Orange,51
Nice,Orange,15
Paris,Rouge,40
Nice,Marron,73
Marseille,Marron,92
Toulouse,Orange,90
Nice,Orange,21
Lyon,Rouge,31
Lille,Vert,12
Montpellier,Orange,24
Toulouse,Vert,63
Strasbourg,Marron,38
Strasbourg,Orange,43
Lyon,Orange,51
Paris,Orange,69
Montpellier,Jaune,44
Marseille,Jaune,41
Paris,Marron,98
Marseille,Orange,63
Avignon,Orange,96
Toulouse,Marron,96
Montpellier,Orange,21
Marseille,Vert,52
Strasbourg,Jaune,50
Avignon,Bleu,11
Bordeaux,Vert,67
Avignon,Jaune,20
Bordeaux,Jaune,92
Lille,Marron,26
Paris,Vert,74
Toulouse,Bleu,57
Nice,Bleu,88
Montpellier,Rouge,74
Montpellier,Jaune,86
Strasbourg,Marron,27
Lille,Vert,95
Montpellier,Marron,83
Avignon,Orange,67
Lyon,Orange,67
Lyon,Marron,86
Marseille,Rouge,16
Strasbourg,Vert,13
Lyon,Bleu,52
Lille,Jaune,41
Strasbourg,Jaune,72
Avignon,Rouge,17
Marseille,Marron,56
Bordeaux,Jaune,20
Strasbourg,Vert,12
Toulouse,Vert,32
Marseille,Vert,35
Montpellier,Marron,70
Avignon,Marron,24
Paris,Orange,32
Toulouse,Vert,40
Avignon,Jaune,68
Lyon,Bleu,87
Strasbourg,Jaune,53
Toulouse,Jaune,28
Strasbourg,Rouge,43
Strasbourg,Marron,11
Montpellier,Orange,19
Nice,Bleu,15
Lyon,Orange,34
Strasbourg,Marron,17
Avignon,Bleu,78
Nice,Marron,69
Avignon,Rouge,47
Montpellier,Rouge,15
Bordeaux,Jaune,95
Bordeaux,Rouge,28
Paris,Vert,21
Paris,Vert,42
Lyon,Bleu,33
Avignon,Orange,34
Nice,Bleu,62
Lyon,Rouge,68
Strasbourg,Orange,73
Bordeaux,Jaune,90
Strasbourg,Marron,43
Lille,Vert,49
Toulouse,Vert,43
Toulouse,Marron,81
Lyon,Bleu,93
Strasbourg,Jaune,49
Toulouse,Rouge,19
Toulouse,Marron,16
Montpellier,Jaune,61
Montpellier,Rouge,12
Montpellier,Bleu,57
Marseille,Marron,31
Toulouse,Jaune,88
Bordeaux,Marron,97
Lyon,Rouge,47
Montpellier,Orange,37
Marseille,Jaune,28
Marseille,Orange,61
Bordeaux,Orange,10
Strasbourg,Vert,57
Nice,Rouge,93
Lyon,Rouge,41
Strasbourg,Marron,31
Avignon,Rouge,12
Marseille,Orange,38
Nice,Marron,87
Paris,Orange,71
Toulouse,Vert,82
Avignon,Marron,92
Toulouse,Rouge,74
Marseille,Rouge,22
Marseille,Marron,98
Strasbourg,Marron,10
Lille,Vert,98
Strasbourg,Rouge,27
Montpellier,Rouge,73
Lille,Bleu,68
Marseille,Bleu,35
Nice,Jaune,48
Toulouse,Orange,86
Strasbourg,Vert,67
Avignon,Jaune,13
Strasbourg,Marron,13
Bordeaux,Bleu,53
Paris,Bleu,50
Bordeaux,Vert,51
Strasbourg,Bleu,36
Montpellier,Rouge,73
Nice,Marron,27
Strasbourg,Jaune,86
Toulouse,Vert,100
Montpellier,Jaune,82
Marseille,Marron,78
Nice,Marron,73
Toulouse,Marron,94
Marseille,Orange,98
Strasbourg,Orange,72
Nice,Vert,55
Nice,Vert,49
Toulouse,Jaune,11
Marseille,Vert,35
Marseille,Vert,18
Toulouse,Jaune,98
Lille,Bleu,28
Strasbourg,Bleu,46
Lille,Orange,69
Nice,Vert,10
Paris,Marron,24
Toulouse,Marron,80
Avignon,Rouge,12
Montpellier,Rouge,99
Montpellier,Orange,41
Strasbourg,Rouge,33
Montpellier,Vert,40
Nice,Orange,36
Lyon,Jaune,73
Toulouse,Marron,99
Lille,Marron,85
Lille,Marron,67
Strasbourg,Orange,47
Paris,Rouge,10
Avignon,Orange,65
Bordeaux,Rouge,91
Nice,Vert,28
Lille,Orange,84
Lyon,Jaune,55
Lille,Bleu,74
Lyon,Bleu,14
Paris,Orange,15
Toulouse,Jaune,47
Paris,Marron,78
Lyon,Orange,97
Nice,Marron,79
Montpellier,Orange,24
Avignon,Orange,88
Strasbourg,Vert,81
Lyon,Vert,55
Lille,Orange,96
Nice,Jaune,32
Bordeaux,Vert,10
Bordeaux,Jaune,11
Avignon,Orange,36
Avignon,Jaune,72
Marseille,Rouge,81
Nice,Vert,72
Montpellier,Orange,76
Avignon,Orange,47
Toulouse,Rouge,22
Toulouse,Marron,17
Marseille,Marron,60
Nice,Bleu,66
Nice,Marron,35
Paris,Vert,80
Paris,Bleu,74
Montpellier,Marron,68
Toulouse,Vert,37
Strasbourg,Orange,40
Toulouse,Rouge,38
Nice,Jaune,51
Lyon,Jaune,91
Lyon,Jaune,72
Marseille,Orange,52
Paris,Vert,76
Marseille,Orange,76
Avignon,Jaune,83
Marseille,Vert,25
Marseille,Rouge,72
Lyon,Jaune,54
Nice,Jaune,41
Montpellier,Marron,100
Marseille,Orange,68
Nice,Rouge,75
Bordeaux,Vert,12
Bordeaux,Rouge,97
Marseille,Marron,46
Marseille,Bleu,72
Lyon,Jaune,79
Lyon,Marron,40
Avignon,Jaune,15
Lille,Marron,73
Nice,Rouge,67
Lyon,Rouge,42
Lyon,Jaune,77
Bordeaux,Orange,30
Nice,Vert,11
Lyon,Rouge,52
Lyon,Rouge,86
Paris,Bleu,42
Nice,Bleu,75
Toulouse,Bleu,84
Avignon,Vert,37
Paris,Orange,27
Avignon,Bleu,93
Lyon,Orange,63
Nice,Orange,84
Lyon,Marron,70
Toulouse,Vert,84
Lille,Orange,53
Bordeaux,Jaune,78
Toulouse,Orange,71
Toulouse,Orange,60
Montpellier,Vert,79
Paris,Orange,37
Marseille,Vert,60
Bordeaux,Bleu,19
Avignon,Marron,89
Marseille,Orange,72
Paris,Rouge,75
Paris,Jaune,53
Toulouse,Jaune,25
Paris,Jaune,15
Avignon,Bleu,48
Marseille,Bleu,51
Montpellier,Marron,82
Lyon,Jaune,87
Lille,Orange,20
Paris,Bleu,65
Bordeaux,Bleu,32
Nice,Vert,11
Paris,Vert,19
Lyon,Marron,93
Nice,Marron,56
Toulouse,Orange,25
Montpellier,Orange,20
Paris,Marron,82
Marseille,Orange,47
Montpellier,Orange,36
Lyon,Rouge,10
Marseille,Rouge,64
Paris,Bleu,98
Lyon,Marron,77
Avignon,Bleu,53
Toulouse,Rouge,28
Lille,Marron,81
Paris,Bleu,74
Marseille,Bleu,36
Lille,Bleu,15
Strasbourg,Bleu,22
Lille,Marron,11
Toulouse,Jaune,72
Montpellier,Rouge,74
Avignon,Bleu,41
Paris,Bleu,88
Marseille,Marron,54
Nice,Bleu,70
Montpellier,Bleu,27
Strasbourg,Vert,66
Marseille,Vert,11
Avignon,Vert,26
Marseille,Vert,50
Toulouse,Bleu,38
Montpellier,Bleu,85
Paris,Marron,56
Avignon,Marron,86
Paris,Orange,81
Avignon,Marron,23
Nice,Orange,86
Toulouse,Rouge,66
Montpellier,Jaune,68
Strasbourg,Orange,36
Montpellier,Rouge,45
Bordeaux,Jaune,16
Strasbourg,Jaune,71
Lyon,Bleu,57
Strasbourg,Orange,85
Nice,Orange,30
Lille,Jaune,43
Lille,Jaune,95
Montpellier,Marron,33
Marseille,Bleu,27
Avignon,Marron,50
Nice,Rouge,68
Lyon,Bleu,81
Bordeaux,Marron,75
Marseille,Jaune,33
Avignon,Rouge,58
Paris,Jaune,66
Marseille,Orange,57
Strasbourg,Jaune,17
Strasbourg,Orange,21
Avignon,Rouge,41
Paris,Jaune,69
Avignon,Vert,56
Avignon,Bleu,55
Strasbourg,Orange,98
Paris,Orange,85
Toulouse,Jaune,35
Lille,Marron,88
Lyon,Bleu,46
Paris,Orange,30
Strasbourg,Rouge,11
Marseille,Rouge,76
Montpellier,Vert,27
Montpellier,Orange,71
Strasbourg,Jaune,22
Toulouse,Rouge,38
Toulouse,Jaune,98
Paris,Marron,41
Montpellier,Bleu,24
Toulouse,Jaune,21
Nice,Bleu,32
Strasbourg,Jaune,61
Toulouse,Marron,10
Marseille,Rouge,24
Lille,Rouge,73
Montpellier,Jaune,97
Toulouse,Marron,30
Marseille,Bleu,10
Marseille,Jaune,82
Avignon,Jaune,18
Toulouse,Orange,39
Nice,Marron,59
Paris,Orange,16
Strasbourg,Vert,83
Nice,Marron,37
Montpellier,Jaune,48
Lyon,Jaune,11
Montpellier,Orange,36
Paris,Rouge,62
Marseille,Jaune,80
Montpellier,Vert,57
Nice,Orange,67
Marseille,Bleu,30
Lyon,Vert,63
Montpellier,Bleu,56
Strasbourg,Orange,88
Nice,Vert,76
Toulouse,Vert,78
Montpellier,Jaune,75
Strasbourg,Bleu,96
Lyon,Orange,84
Lille,Bleu,63
Avignon,Rouge,25
Nice,Marron,71
Strasbourg,Orange,89
Bordeaux,Marron,34
Marseille,Jaune,27
Montpellier,Orange,60
Marseille,Jaune,23
Bordeaux,Vert,50
Montpellier,Bleu,29
Nice,Rouge,62
Nice,Jaune,82
Lyon,Vert,27
Nice,Orange,19
Montpellier,Rouge,89
Lille,Orange,80
Lyon,Rouge,17
Lyon,Bleu,66
Toulouse,Jaune,14
Strasbourg,Jaune,57
Marseille,Vert,87
Lyon,Orange,24
Lyon,Rouge,52
Toulouse,Vert,55
Marseille,Vert,65
Strasbourg,Bleu,87
Nice,Orange,62
Lille,Vert,81
Strasbourg,Orange,70
Marseille,Vert,99
Avignon,Marron,13
Avignon,Rouge,28
Paris,Bleu,14
Paris,Vert,49
Avignon,Jaune,87
Strasbourg,Rouge,42
Lille,Vert,60
Paris,Rouge,23
Toulouse,Jaune,68
Toulouse,Rouge,78
Lille,Vert,95
Lyon,Rouge,31
Strasbourg,Marron,61
Avignon,Rouge,62
Nice,Vert,58
Nice,Vert,66
Nice,Vert,10
Montpellier,Vert,98
Montpellier,Jaune,19
Strasbourg,Rouge,24
Nice,Jaune,98
Lille,Jaune,85
Bordeaux,Marron,64
Bordeaux,Bleu,15
Bordeaux,Vert,45
Avignon,Rouge,69
Avignon,Bleu,46
Bordeaux,Vert,70
Montpellier,Vert,68
Nice,Orange,54
Lille,Vert,62
Lille,Jaune,31
Nice,Jaune,36
Nice,Rouge,97
Montpellier,Vert,35
Lille,Vert,16
Toulouse,Vert,91
Paris,Bleu,44
Avignon,Rouge,51
Lille,Marron,25
Bordeaux,Orange,98
Bordeaux,Bleu,93
Toulouse,Bleu,43
Marseille,Vert,49
Strasbourg,Orange,29
Marseille,Vert,33
Marseille,Jaune,98
Paris,Bleu,96
Marseille,Orange,20
Strasbourg,Vert,70
Strasbourg,Orange,70
Lille,Jaune,72
Bordeaux,Bleu,37
Toulouse,Marron,72
Lille,Bleu,71
Lille,Rouge,83
Lyon,Marron,32
Marseille,Jaune,34
Lille,Rouge,92
Marseille,Jaune,73
Paris,Orange,62
Montpellier,Rouge,35
Marseille,Jaune,71
Lyon,Vert,24
Lille,Bleu,47
Lyon,Orange,47
Paris,Jaune,51
Avignon,Jaune,17
Montpellier,Orange,15
Montpellier,Jaune,21
Marseille,Bleu,58
Lyon,Rouge,97
Bordeaux,Jaune,34
Lille,Vert,32
Lille,Jaune,48
Lyon,Jaune,41
Nice,Vert,12
Bordeaux,Bleu,95
Lyon,Jaune,21
Lille,Rouge,32
Lyon,Jaune,30
Montpellier,Rouge,95
Bordeaux,Marron,98
Nice,Marron,35
Strasbourg,Orange,68
Montpellier,Bleu,63
Montpellier,Jaune,12
Marseille,Orange,76
Lyon,Rouge,66
Paris,Vert,75
Marseille,Orange,18
Avignon,Vert,14
Avignon,Vert,15
Lyon,Marron,63
Avignon,Vert,61
Lyon,Bleu,18
Nice,Vert,76
Avignon,Jaune,95
Nice,Orange,32
Avignon,Bleu,56
Toulouse,Vert,10
Lille,Marron,18
Marseille,Orange,52
Paris,Bleu,68
Lille,Orange,54
Bordeaux,Marron,86
Avignon,Bleu,37
Montpellier,Bleu,37
Lyon,Jaune,69
Montpellier,Vert,71
Strasbourg,Vert,12
Lyon,Marron,69
Toulouse,Rouge,16
Montpellier,Marron,53
Montpellier,Marron,59
Strasbourg,Orange,28
Montpellier,Jaune,79
Avignon,Vert,83
Nice,Marron,31
Marseille,Jaune,87
Nice,Bleu,73
Marseille,Bleu,54
Lille,Marron,74
Montpellier,Marron,80
Strasbourg,Orange,46
Marseille,Marron,29
Strasbourg,Vert,77
Paris,Rouge,49
Paris,Bleu,55
Strasbourg,Rouge,11
Avignon,Orange,35
Nice,Jaune,50
Bordeaux,Bleu,82
Avignon,Rouge,68
Marseille,Bleu,45
Lyon,Vert,24
Marseille,Jaune,67
Nice,Rouge,32
Lyon,Jaune,14
Avignon,Rouge,60
Bordeaux,Marron,86
Lyon,Vert,10
Marseille,Jaune,30
Bordeaux,Orange,22
Lille,Marron,57
Strasbourg,Rouge,40
Bordeaux,Orange,71
Nice,Bleu,31
Bordeaux,Jaune,76
Nice,Jaune,20
Lille,Marron,56
Strasbourg,Marron,67
Strasbourg,Rouge,16
Marseille,Orange,90
Strasbourg,Orange,100
Strasbourg,Jaune,91
Toulouse,Vert,47
Strasbourg,Bleu,79
Paris,Vert,65
Avignon,Orange,40
Lille,Marron,41
Avignon,Jaune,76
